symbol,report_type,fiscal_date,reported_currency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
MDT,quarterly,2023-07-31,USD,90776000000,21869000000,1339000000,1339000000,5668000000,0,68908000000,5665000000,0,14434000000,14434000000,41436000000,0,0,6537000000,2519000000,0,39410000000,9047000000,0,0,0,519000000,30363000000,57000000,24463000000,519000000,0,24982000000,5276000000,1714000000,51178000000,0,30265000000,133050,1333800000
MDT,quarterly,2023-04-30,USD,90948000000,21675000000,1543000000,1543000000,5293000000,0,69274000000,5569000000,0,14844000000,14844000000,41425000000,0,0,6416000000,2425000000,0,39283000000,9051000000,0,0,0,200000000,30232000000,64000000,24344000000,20000000,0,24364000000,5349000000,1727000000,51483000000,0,30392000000,133100,1332800000
MDT,quarterly,2023-01-31,USD,94134000000,25364000000,4521000000,4521000000,5375000000,0,68770000000,5437000000,-8489000000,15265000000,15265000000,41565000000,0,0,6616000000,2965000000,0,42516000000,14422000000,0,0,0,5918000000,28094000000,55000000,22210000000,5918000000,0,28128000000,5638000000,1729000000,51441000000,0,30117000000,133030,1332000000
MDT,quarterly,2022-10-31,USD,93241000000,25398000000,4828000000,4828000000,5055000000,0,67844000000,5298000000,-8199000000,15655000000,15655000000,40417000000,0,0,6602000000,3287000000,0,41184000000,14465000000,0,0,0,5864000000,26719000000,55000000,20753000000,5864000000,0,26562000000,5752000000,1433000000,51880000000,0,29799000000,133010,1332000000
MDT,quarterly,2022-07-31,USD,89914000000,22135000000,2140000000,2140000000,4809000000,0,67779000000,5280000000,-8043000000,15775000000,15775000000,40324000000,0,0,6733000000,3145000000,0,37073000000,14049000000,0,0,0,5729000000,23024000000,58000000,17481000000,5729000000,0,23210000000,5591000000,1438000000,52672000000,0,30276000000,132900,1334500000
MDT,quarterly,2022-04-30,USD,90981000000,23059000000,3714000000,3714000000,4616000000,0,67922000000,5413000000,0,15595000000,15595000000,40502000000,0,0,6859000000,2319000000,0,38260000000,12394000000,0,0,0,3909000000,25866000000,62000000,20372000000,3742000000,0,24984000000,5505000000,1409000000,52551000000,0,30250000000,133070,1344900000
MDT,quarterly,2022-01-31,USD,91804000000,23303000000,3479000000,3479000000,4514000000,0,68501000000,5251000000,-7823000000,16078000000,16078000000,41346000000,0,0,7742000000,2122000000,0,39091000000,8927000000,0,0,0,865000000,30164000000,58000000,24290000000,865000000,0,25155000000,5694000000,1422000000,52542000000,0,29607000000,134260,1350300000
MDT,quarterly,2021-10-31,USD,91756000000,22731000000,2900000000,2900000000,4349000000,0,69025000000,5188000000,-7790000000,16523000000,16523000000,41612000000,0,0,7769000000,2220000000,0,39597000000,7803000000,0,0,0,16000000,31794000000,59000000,25607000000,16000000,0,25623000000,5403000000,1548000000,51991000000,0,28974000000,134490,1355300000
MDT,quarterly,2021-07-31,USD,91802000000,22434000000,3004000000,3004000000,4288000000,0,69368000000,5162000000,-7646000000,16890000000,16890000000,41720000000,0,0,7591000000,2120000000,0,40138000000,7764000000,0,0,0,6000000,32374000000,60000000,25958000000,6000000,0,25964000000,5553000000,1579000000,51486000000,0,28511000000,134470,1356400000
MDT,quarterly,2021-04-30,USD,93083000000,22548000000,3593000000,3593000000,4313000000,0,70534000000,6219000000,0,17740000000,17740000000,41961000000,0,0,7224000000,1956000000,0,41481000000,8509000000,0,0,0,197000000,32972000000,71000000,26378000000,11000000,0,26389000000,5771000000,1758000000,51428000000,0,28594000000,134540,1358400000
MDT,quarterly,2021-01-31,USD,97270000000,26347000000,5077000000,5077000000,4508000000,0,70922000000,5023000000,-7375000000,18240000000,18240000000,42141000000,0,0,9562000000,1985000000,0,46342000000,12534000000,0,0,0,3821000000,33808000000,65000000,26502000000,3821000000,0,30323000000,6494000000,4305000000,50758000000,0,28015000000,134750,1356000000
MDT,quarterly,2020-10-31,USD,95886000000,26036000000,6420000000,6420000000,4484000000,0,69850000000,4938000000,-7260000000,18412000000,18412000000,41212000000,0,0,7857000000,1927000000,0,45570000000,12071000000,0,0,0,4041000000,33499000000,56000000,25911000000,4041000000,0,30008000000,5722000000,4593000000,50164000000,0,27526000000,134550,1352100000
MDT,quarterly,2020-07-31,USD,93906000000,24509000000,6499000000,6499000000,4551000000,0,69397000000,4882000000,-7070000000,18670000000,18670000000,40714000000,0,0,6513000000,2070000000,0,43463000000,13086000000,0,0,0,5823000000,30377000000,45000000,22822000000,5823000000,0,28690000000,5153000000,1598000000,50296000000,0,27817000000,134330,1350000000
MDT,quarterly,2020-04-30,USD,90689000000,22031000000,4140000000,4140000000,4229000000,0,68658000000,4828000000,0,19063000000,19063000000,39841000000,0,0,6808000000,2209000000,0,39817000000,10366000000,0,0,0,2947000000,29451000000,50000000,21976000000,2771000000,0,24797000000,4921000000,6256000000,50737000000,0,28132000000,0,1349500000
MDT,quarterly,2020-01-31,USD,92822000000,24043000000,3709000000,3709000000,4122000000,0,68779000000,4764000000,-6743000000,19456000000,19456000000,40091000000,0,513000000,7919000000,2045000000,0,40869000000,8735000000,0,0,0,1013000000,32134000000,47000000,24685000000,844000000,0,25576000000,5320000000,1598000000,51808000000,0,28210000000,0,1351500000
MDT,quarterly,2019-10-31,USD,91053000000,22653000000,3962000000,3962000000,4042000000,0,68400000000,5745000000,-6608000000,19775000000,19775000000,39952000000,0,476000000,6436000000,2095000000,0,40334000000,8170000000,0,0,0,1051000000,32164000000,27000000,24725000000,875000000,0,25627000000,4712000000,1758000000,50578000000,0,27018000000,0,1351400000
MDT,quarterly,2019-07-31,USD,91268000000,22705000000,5080000000,5080000000,3932000000,0,68563000000,5659000000,-6425000000,20234000000,20234000000,40082000000,0,416000000,5603000000,2196000000,0,40771000000,8518000000,0,0,0,1641000000,32253000000,32000000,24772000000,1458000000,0,26262000000,4471000000,1590000000,50363000000,0,26377000000,0,1351900000
MDT,quarterly,2019-04-30,USD,89694000000,21967000000,4393000000,4393000000,3753000000,0,67727000000,4675000000,0,20560000000,20560000000,39959000000,0,416000000,5455000000,2144000000,0,39482000000,8472000000,0,0,0,844000000,31010000000,16000000,24476000000,832000000,0,25324000000,5108000000,1651000000,50091000000,0,26270000000,0,1350800000
MDT,quarterly,2019-01-31,USD,88730000000,20877000000,3703000000,3703000000,3866000000,0,67853000000,4593000000,-6153000000,20835000000,20835000000,40003000000,0,382000000,5439000000,2015000000,0,38789000000,8853000000,0,0,0,1356000000,29936000000,0,23653000000,1356000000,0,25030000000,5143000000,1313000000,49829000000,0,25769000000,0,1352700000
MDT,quarterly,2018-10-31,USD,88150000000,21653000000,3911000000,3911000000,3763000000,0,66497000000,4536000000,-5976000000,20819000000,20819000000,38605000000,0,565000000,6222000000,2014000000,0,38436000000,8463000000,0,0,0,1343000000,29973000000,0,23669000000,1347000000,0,25016000000,4842000000,1301000000,49607000000,0,25171000000,0,1360900000
MDT,quarterly,2018-07-31,USD,89721000000,22460000000,4380000000,4380000000,3681000000,0,67261000000,4524000000,-5812000000,21270000000,21270000000,38955000000,0,555000000,6624000000,2101000000,0,39392000000,9112000000,0,0,0,1545000000,30280000000,0,23675000000,1325000000,0,25223000000,4994000000,1412000000,50224000000,0,24730000000,0,1365400000
MDT,quarterly,2018-04-30,USD,91393000000,22980000000,3669000000,3669000000,3579000000,0,68413000000,4604000000,0,21723000000,21723000000,39543000000,0,559000000,7558000000,2187000000,0,40571000000,10084000000,0,0,0,2063000000,30487000000,0,23698000000,1000000000,0,25757000000,5414000000,1425000000,50720000000,0,24379000000,0,1366000000
MDT,quarterly,2018-01-31,USD,95800000000,26607000000,6358000000,6358000000,3751000000,0,69193000000,4517000000,-5489000000,22178000000,22178000000,39795000000,0,666000000,8078000000,2645000000,0,45460000000,10933000000,0,0,0,2902000000,34527000000,0,25918000000,2398000000,0,28820000000,5297000000,1524000000,50234000000,0,23426000000,0,1354000000
MDT,quarterly,2017-10-31,USD,94458000000,25162000000,5529000000,5529000000,3638000000,0,69296000000,4441000000,-5674000000,22625000000,22625000000,39077000000,0,0,7997000000,2246000000,0,42880000000,10496000000,0,0,0,3131000000,32384000000,0,25941000000,3131000000,0,29072000000,4775000000,1475000000,51469000000,0,25438000000,0,1365800000
MDT,quarterly,2017-07-31,USD,100167000000,24779000000,4691000000,4691000000,3538000000,0,75388000000,4387000000,-5503000000,23006000000,23006000000,39142000000,0,0,8397000000,2369000000,0,49380000000,15148000000,0,0,0,8058000000,34232000000,0,25953000000,34021000000,0,34011000000,4614000000,1663000000,50672000000,0,24043000000,0,1375600000
MDT,quarterly,2017-04-30,USD,99816000000,24873000000,4967000000,4967000000,3338000000,0,74943000000,4361000000,0,23407000000,23407000000,38515000000,0,194000000,8741000000,2236000000,0,49400000000,14220000000,0,0,0,7525000000,35180000000,0,25921000000,6176000000,0,33441000000,4331000000,1641000000,50294000000,0,23356000000,0,1380600000
MDT,quarterly,2017-01-31,USD,97578000000,22423000000,2768000000,2768000000,3720000000,0,75155000000,4947000000,-5489000000,26209000000,26209000000,41224000000,0,0,8690000000,1792000000,0,48085000000,12672000000,0,0,0,6226000000,35413000000,0,25923000000,6226000000,0,32149000000,4068000000,1610000000,49387000000,0,52266000000,0,1383100000
MDT,quarterly,2016-10-31,USD,98406000000,22526000000,2954000000,2954000000,3717000000,0,75880000000,4891000000,-5309000000,26739000000,26739000000,41707000000,0,0,8303000000,1891000000,0,48113000000,9601000000,0,0,0,3367000000,38512000000,0,29010000000,32441000000,0,32377000000,2194000000,1768000000,50186000000,0,52514000000,0,1392500000
MDT,quarterly,2016-07-31,USD,98601000000,23498000000,3060000000,3060000000,3580000000,0,75103000000,4814000000,-5103000000,26437000000,26437000000,41309000000,0,0,9750000000,1751000000,0,47709000000,7896000000,0,0,0,1947000000,39813000000,0,30124000000,32152000000,0,32071000000,3689000000,1770000000,50824000000,0,52848000000,0,1407100000
MDT,quarterly,2016-04-30,USD,99547000000,23600000000,2876000000,2876000000,3473000000,0,75947000000,4841000000,0,26899000000,26899000000,41265000000,0,739000000,9758000000,1931000000,0,47719000000,7165000000,0,0,0,993000000,40554000000,0,30247000000,500000000,0,31240000000,3897000000,1759000000,51828000000,0,53931000000,0,1416300000
MDT,quarterly,2016-01-31,USD,102706000000,27569000000,2721000000,2721000000,3536000000,0,75137000000,4636000000,-4710000000,27316000000,27316000000,40376000000,0,0,14565000000,1382000000,0,51890000000,8141000000,0,0,0,2153000000,43749000000,0,33681000000,0,0,35834000000,4097000000,1585000000,50816000000,0,53781000000,0,1422200000
MDT,quarterly,2015-10-31,USD,104945000000,28723000000,2378000000,2378000000,3516000000,0,76222000000,4678000000,-4537000000,27731000000,27731000000,41274000000,0,0,14851000000,1315000000,0,52676000000,8126000000,0,0,0,2158000000,44550000000,0,33690000000,0,0,35848000000,3988000000,1577000000,52269000000,0,53740000000,0,1428800000
MDT,quarterly,2015-07-31,USD,104626000000,29147000000,2979000000,2979000000,3404000000,0,75479000000,4672000000,-4354000000,27699000000,27699000000,40657000000,0,0,15003000000,1460000000,0,51817000000,7660000000,0,0,0,1850000000,44157000000,0,33709000000,0,0,35559000000,4012000000,1549000000,52809000000,0,54165000000,0,1436400000
MDT,quarterly,2015-04-30,USD,106685000000,30844000000,4843000000,4843000000,3463000000,0,75841000000,4699000000,0,28101000000,28101000000,40530000000,0,904000000,14637000000,1454000000,0,53455000000,9173000000,0,0,0,2434000000,44282000000,0,33752000000,1115000000,0,36186000000,4194000000,1535000000,53230000000,0,54414000000,0,1440600000
MDT,quarterly,2015-01-31,USD,55233000000,38161000000,17231000000,17231000000,1875000000,0,17072000000,2326000000,0,2339000000,2339000000,10950000000,0,0,13917000000,952000000,0,35060000000,5613000000,0,0,0,2185000000,29447000000,0,26641000000,0,0,28742000000,2620000000,0,20173000000,0,20735000000,99000000,995800000
MDT,quarterly,2014-10-31,USD,38780000000,21597000000,1287000000,1287000000,1873000000,0,17183000000,2361000000,0,2437000000,2437000000,11024000000,0,0,13177000000,1510000000,0,19342000000,6952000000,0,0,0,3970000000,12390000000,0,9708000000,0,0,13678000000,2091000000,0,19438000000,0,19846000000,98000000,993000000
MDT,quarterly,2014-07-31,USD,37554000000,20770000000,1336000000,1336000000,1836000000,0,16784000000,2376000000,0,2341000000,2341000000,10696000000,0,0,12626000000,1282000000,0,18306000000,5433000000,0,0,0,2477000000,12873000000,0,10323000000,0,0,12800000000,2118000000,0,19248000000,0,19637000000,99000000,1005200000
MDT,quarterly,2014-04-30,USD,37943000000,21210000000,1403000000,1403000000,1725000000,0,16733000000,2392000000,0,2286000000,2286000000,10593000000,0,894000000,12838000000,1433000000,0,18500000000,5572000000,0,0,0,1613000000,12928000000,0,10315000000,11939000000,0,11928000000,3027000000,0,19443000000,0,19940000000,100000000,1012200000
MDT,quarterly,2014-01-31,USD,37231000000,20386000000,1304000000,1304000000,1782000000,0,16845000000,2408000000,0,2372000000,2372000000,10593000000,0,0,12363000000,1318000000,0,17877000000,5632000000,0,0,0,2618000000,12245000000,0,9601000000,0,0,12219000000,2212000000,0,19354000000,0,19872000000,100000000,1010000000
MDT,quarterly,2013-10-31,USD,36468000000,19483000000,1066000000,1066000000,1825000000,0,16985000000,2448000000,0,2608000000,2608000000,10464000000,0,0,11518000000,1282000000,0,17724000000,5496000000,0,0,0,2647000000,12228000000,0,9637000000,0,0,12284000000,2027000000,0,18744000000,0,19211000000,100000000,1009400000
MDT,quarterly,2013-07-31,USD,34884000000,18017000000,755000000,755000000,1778000000,0,16867000000,2444000000,0,2620000000,2620000000,10333000000,0,0,10576000000,1281000000,0,16365000000,4240000000,0,0,0,1543000000,12125000000,0,9637000000,0,0,11180000000,1924000000,0,18519000000,0,18995000000,100000000,1021200000
MDT,quarterly,2013-04-30,USD,34794000000,17746000000,984000000,984000000,1712000000,0,17048000000,2490000000,0,2673000000,2673000000,10329000000,0,1024000000,10087000000,1283000000,0,16123000000,3294000000,0,0,0,924000000,12829000000,0,9741000000,10669000000,0,10651000000,1648000000,0,18671000000,0,19061000000,102000000,1023000000
MDT,quarterly,2013-01-31,USD,34949000000,9149000000,1298000000,1298000000,1889000000,0,25800000000,2502000000,0,2758000000,2758000000,10341000000,0,0,1166000000,1276000000,0,17113000000,6958000000,0,0,0,4104000000,10155000000,0,7314000000,0,0,11418000000,2078000000,0,17836000000,0,18207000000,101000000,1021000000
MDT,quarterly,2012-10-31,USD,33960000000,9435000000,1759000000,1759000000,1877000000,0,24525000000,2447000000,0,2500000000,2500000000,9944000000,0,0,916000000,1271000000,0,16785000000,6621000000,0,0,0,4097000000,10164000000,0,7355000000,0,0,11452000000,1860000000,0,17175000000,0,17558000000,101000000,1027800000
MDT,quarterly,2012-07-31,USD,33252000000,9183000000,861000000,861000000,1854000000,0,24069000000,2451000000,0,2559000000,2559000000,9933000000,0,0,1630000000,1390000000,0,15997000000,5811000000,0,0,0,3391000000,10186000000,0,7386000000,0,0,10777000000,1732000000,0,17255000000,0,17667000000,103000000,1037100000
MDT,quarterly,2012-04-30,USD,33083000000,9515000000,1248000000,1248000000,1800000000,0,23568000000,2473000000,0,2647000000,2647000000,9934000000,0,0,1344000000,7433000000,0,15970000000,5857000000,0,0,0,3274000000,10113000000,0,7359000000,0,0,10633000000,1953000000,0,17113000000,0,17482000000,104000000,1054400000
MDT,quarterly,2012-01-31,USD,31911000000,9308000000,1190000000,1190000000,1819000000,0,22603000000,2480000000,0,2713000000,2713000000,9915000000,0,0,1155000000,1479000000,0,14742000000,4562000000,0,0,0,1972000000,10180000000,0,8248000000,0,0,10220000000,1833000000,0,17169000000,0,17340000000,105000000,1060200000
MDT,quarterly,2011-10-31,USD,31753000000,9014000000,1048000000,1048000000,1840000000,0,22739000000,2535000000,0,2875000000,2875000000,9944000000,0,0,1118000000,1171000000,0,15014000000,4734000000,0,0,0,2050000000,10280000000,0,8222000000,0,0,10272000000,2058000000,0,16739000000,0,16790000000,106000000,1063100000
MDT,quarterly,2011-07-31,USD,31091000000,9285000000,1393000000,1393000000,1808000000,0,21806000000,2521000000,0,2695000000,2695000000,9541000000,0,0,1128000000,1211000000,0,14751000000,4805000000,0,0,0,1857000000,9946000000,0,8195000000,0,0,10052000000,2227000000,0,16340000000,0,16319000000,106000000,1069600000
MDT,quarterly,2011-04-30,USD,30424000000,9117000000,1382000000,1382000000,1695000000,0,21307000000,2511000000,0,2777000000,2777000000,9537000000,0,0,1046000000,1342000000,0,14456000000,4714000000,0,0,0,1723000000,9742000000,0,8112000000,0,0,9835000000,2446000000,0,15968000000,0,16085000000,107000000,1073900000
MDT,quarterly,2011-01-31,USD,30597000000,9986000000,1283000000,1283000000,1682000000,0,20611000000,2507000000,0,2796000000,2796000000,9490000000,0,0,2184000000,1365000000,0,15239000000,6602000000,0,0,0,3674000000,8637000000,0,7084000000,0,0,10758000000,2306000000,0,15358000000,0,15476000000,107000000,1077900000
MDT,quarterly,2010-10-31,USD,29311000000,9894000000,1256000000,1256000000,1635000000,0,19417000000,2458000000,0,2573000000,2573000000,8624000000,0,0,2288000000,1262000000,0,14486000000,5895000000,0,0,0,3417000000,8591000000,0,7148000000,0,0,10565000000,1877000000,0,14825000000,0,15114000000,108000000,1083700000
MDT,quarterly,2010-07-31,USD,28660000000,9997000000,1364000000,1364000000,1577000000,0,18663000000,2420000000,0,2510000000,2510000000,8395000000,0,0,2553000000,1273000000,0,14059000000,5611000000,0,0,0,3428000000,8448000000,0,7080000000,0,0,10508000000,1576000000,0,14601000000,0,14846000000,108000000,1089700000
MDT,quarterly,2010-04-30,USD,28090000000,9839000000,1400000000,1400000000,1481000000,0,18251000000,2421000000,0,2559000000,2559000000,8391000000,0,0,2375000000,1248000000,0,13461000000,5121000000,0,0,0,2575000000,8340000000,0,6944000000,0,0,9519000000,1891000000,0,14629000000,0,14826000000,110000000,1105000000
MDT,quarterly,2010-01-31,USD,25168000000,7979000000,1463000000,1463000000,1468000000,0,17189000000,2377000000,0,2289000000,2289000000,8230000000,0,0,829000000,1088000000,0,10848000000,3394000000,0,0,0,1030000000,7454000000,0,5996000000,0,0,7426000000,2128000000,0,14320000000,0,14410000000,111000000,1108700000
MDT,quarterly,2009-10-31,USD,24284000000,7312000000,826000000,826000000,1474000000,0,16972000000,2370000000,0,2364000000,2364000000,8232000000,0,0,716000000,1064000000,0,10676000000,3278000000,0,0,0,1128000000,7398000000,0,6368000000,0,0,7496000000,1635000000,0,13608000000,0,13750000000,111000000,1109200000
MDT,quarterly,2009-07-31,USD,23574000000,7284000000,1022000000,1022000000,1492000000,0,16290000000,2333000000,0,2408000000,2408000000,8226000000,0,0,522000000,1135000000,0,10430000000,3132000000,0,0,0,658000000,7298000000,0,6307000000,0,0,6965000000,1978000000,0,13144000000,0,13243000000,111000000,1114600000
MDT,quarterly,2009-04-30,USD,23661000000,7460000000,1271000000,1271000000,1426000000,0,16201000000,2279000000,0,2477000000,2477000000,8195000000,0,0,405000000,1227000000,0,10810000000,3147000000,0,0,0,522000000,7663000000,0,6718000000,0,0,7294000000,2113000000,0,12851000000,0,12941000000,112000000,1115000000
MDT,quarterly,2009-01-31,USD,22764000000,7206000000,1283000000,1283000000,1429000000,0,15558000000,2256000000,0,2186000000,2186000000,7744000000,0,0,460000000,1030000000,0,9700000000,3168000000,0,0,0,1184000000,6532000000,0,5525000000,0,0,6709000000,1621000000,0,13064000000,0,12987000000,112000000,1121800000
MDT,quarterly,2008-10-31,USD,22033000000,6502000000,541000000,541000000,1348000000,0,15531000000,2234000000,0,2198000000,2198000000,7515000000,0,0,501000000,1017000000,0,9409000000,2914000000,0,0,0,1018000000,6495000000,0,5523000000,0,0,6541000000,1532000000,0,12624000000,0,12468000000,112000000,1130700000
MDT,quarterly,2008-07-31,USD,22733000000,7398000000,1170000000,1170000000,1356000000,0,15335000000,2241000000,0,2147000000,2147000000,7529000000,0,0,575000000,1058000000,0,10494000000,3722000000,0,0,0,1635000000,6772000000,0,5499000000,0,0,7134000000,1700000000,0,12239000000,0,12334000000,113000000,1131700000
MDT,quarterly,2008-04-30,USD,22198000000,7322000000,1060000000,1060000000,1280000000,0,14876000000,2221000000,0,2193000000,2193000000,7519000000,0,0,553000000,1069000000,0,10662000000,3535000000,0,0,0,1154000000,7127000000,0,5767000000,0,0,6956000000,1998000000,0,11536000000,0,11710000000,112000000,1126900000
MDT,quarterly,2008-01-31,USD,21412000000,6681000000,729000000,729000000,1307000000,0,14731000000,2228000000,0,2259000000,2259000000,7528000000,0,0,578000000,1088000000,0,10446000000,3536000000,0,0,0,1318000000,6910000000,0,5656000000,0,0,6974000000,1823000000,0,10966000000,0,10973000000,112000000,1135000000
MDT,quarterly,2007-10-31,USD,20586000000,10541000000,4683000000,4683000000,1248000000,0,10045000000,2161000000,0,1389000000,1389000000,4335000000,0,0,900000000,845000000,0,9111000000,2651000000,0,0,0,877000000,6460000000,0,5494000000,0,0,6371000000,1459000000,0,11475000000,0,11492000000,113000000,1147700000
MDT,quarterly,2007-07-31,USD,19660000000,7668000000,873000000,873000000,1243000000,0,11992000000,2092000000,0,1419000000,1419000000,4331000000,0,0,1940000000,852000000,0,8517000000,2040000000,0,0,0,463000000,6477000000,0,5576000000,0,0,6039000000,1260000000,0,11143000000,0,11117000000,114000000,1153100000
MDT,quarterly,2007-04-30,USD,19512000000,7918000000,1256000000,1256000000,1215000000,0,11594000000,2062000000,0,1433000000,1433000000,4327000000,0,0,1822000000,888000000,0,8535000000,2563000000,0,0,0,509000000,5972000000,0,5578000000,0,0,6087000000,1772000000,0,10977000000,0,10925000000,114000000,1149000000
MDT,quarterly,2007-01-31,USD,19572000000,8210000000,2087000000,2087000000,1319000000,0,11362000000,1989000000,0,1555000000,1555000000,4363000000,0,0,1234000000,944000000,0,8588000000,2703000000,0,0,0,551000000,5885000000,0,5577000000,0,0,6128000000,1807000000,0,10984000000,0,10683000000,115000000,1163700000
MDT,quarterly,2006-10-31,USD,18896000000,8423000000,1090000000,1090000000,1318000000,0,10473000000,1948000000,0,1608000000,1608000000,4361000000,0,0,2515000000,910000000,0,8619000000,2695000000,0,0,0,529000000,5924000000,0,5581000000,0,0,6110000000,1847000000,0,10277000000,0,9960000000,115000000,1159400000
MDT,quarterly,2006-07-31,USD,20181000000,10431000000,1396000000,1396000000,1280000000,0,9750000000,1904000000,0,1559000000,1559000000,4361000000,0,0,4549000000,762000000,0,10285000000,4439000000,0,0,0,2427000000,5846000000,0,5485000000,0,0,7912000000,1671000000,0,9896000000,0,9600000000,115000000,1164800000
MDT,quarterly,2006-04-30,USD,19664800000,10376600000,2994300000,2994300000,1176900000,0,9288200000,1881100000,0,1592000000,1592000000,4345600000,0,0,3107100000,670000000,0,10282300000,4405800000,0,0,0,2436800000,5876500000,0,5486300000,0,0,7923100000,1650200000,0,9382500000,0,9112200000,115500000,1208500000
MDT,quarterly,2006-01-31,USD,18339000000,8925500000,1367800000,1367800000,1177200000,0,9413500000,1875900000,0,5976600000,5976600000,4345000000,0,0,3559000000,456900000,0,6601400000,4871500000,0,0,0,3023200000,1729900000,0,1002500000,0,0,4025700000,1537400000,0,11737600000,0,11448800000,120900000,1222800000
MDT,quarterly,2005-10-31,USD,17767500000,8119000000,1947800000,1947800000,1126600000,0,9648500000,1882200000,0,5963900000,5963900000,4331100000,0,0,2229500000,498900000,0,6633800000,4899100000,0,0,0,2835100000,1734700000,0,1001200000,0,0,3836300000,1723300000,0,11133700000,0,10843800000,120700000,1222500000
MDT,quarterly,2005-07-31,USD,16917300000,7134100000,1589600000,1589600000,1046400000,0,9783200000,1849800000,0,5976800000,5976800000,4322400000,0,0,1570600000,667700000,0,6336500000,3602500000,0,0,0,1459200000,2734000000,0,1973000000,0,0,3432200000,1799600000,0,10580800000,0,10307200000,120900000,1222600000
MDT,quarterly,2005-04-30,USD,16617400000,7421500000,2232200000,2232200000,981400000,0,9195900000,1859300000,0,5299200000,5299200000,4281200000,0,0,1159400000,756000000,0,6167900000,3380000000,0,0,0,479000000,2787900000,0,1973200000,0,0,2451800000,2529000000,0,10449500000,0,10178500000,121000000,1208200000
MDT,quarterly,2005-01-31,USD,15695400000,6728200000,2185500000,2185500000,1014500000,0,8967200000,1804600000,0,5320400000,5320400000,4277800000,0,0,744300000,581000000,0,5463300000,2655900000,0,0,0,413700000,2807400000,0,1974900000,0,0,2388600000,1897400000,0,10232100000,0,9974700000,120700000,1219100000
