symbol,report_type,fiscal_date,reported_currency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
JNJ,annual,2024-12-31,USD,180104000000,55893000000,24105000000,24105000000,12444000000,0,124211000000,0,0,37618000000,37618000000,44200000000,0,0,417000000,0,0,108614000000,50321000000,0,0,0,5983000000,58293000000,0,30651000000,5983000000,0,36634000000,30255000000,17549000000,71490000000,0,0,0,2406922000
JNJ,annual,2023-12-31,USD,167558000000,53495000000,21859000000,21859000000,11181000000,0,114063000000,0,0,34175000000,34175000000,36558000000,0,0,1068000000,4514000000,0,98784000000,46282000000,0,0,0,3451000000,52502000000,0,25881000000,3451000000,0,29332000000,30206000000,13398000000,68774000000,-75662000000,153843000000,3120000000,2560400000
JNJ,annual,2022-12-31,USD,187378000000,55294000000,12889000000,12889000000,10268000000,0,132084000000,19803000000,0,38489000000,38489000000,36047000000,0,0,9392000000,8706000000,0,110574000000,55802000000,0,0,0,12756000000,54772000000,0,26888000000,12771000000,0,39642000000,30937000000,21510000000,76804000000,-41694000000,128345000000,3120000000,2663900000
JNJ,annual,2021-12-31,USD,182018000000,60979000000,14487000000,14487000000,10387000000,0,121039000000,18962000000,0,46392000000,46392000000,35246000000,0,0,17121000000,3701000000,0,107995000000,45226000000,0,0,0,3766000000,62769000000,0,29985000000,3766000000,0,33751000000,29293000000,25297000000,74023000000,-39099000000,123060000000,3120000000,2674000000
JNJ,annual,2020-12-31,USD,174894000000,51237000000,13985000000,13985000000,9344000000,0,123657000000,18766000000,0,53402000000,53402000000,36393000000,0,0,11200000000,3132000000,0,111616000000,42493000000,0,0,0,2631000000,69123000000,0,32635000000,2631000000,0,35266000000,28965000000,29274000000,63278000000,-38490000000,113890000000,3120000000,2670700000
JNJ,annual,2019-12-31,USD,157728000000,45274000000,17305000000,17305000000,9020000000,0,112454000000,17658000000,0,47643000000,47643000000,33639000000,0,1149000000,1982000000,2486000000,0,98257000000,35964000000,0,0,0,1202000000,62293000000,0,26494000000,1202000000,0,27696000000,23952000000,29841000000,59471000000,-38417000000,110659000000,3120000000,2684300000
JNJ,annual,2018-12-31,USD,152954000000,46033000000,18107000000,18107000000,8599000000,0,106921000000,17035000000,0,47611000000,47611000000,30453000000,0,517000000,1580000000,3649000000,0,93202000000,31230000000,0,0,0,2796000000,61972000000,0,27684000000,2796000000,0,30480000000,20079000000,8589000000,59752000000,-34362000000,106216000000,3120000000,2728700000
JNJ,annual,2017-12-31,USD,157303000000,43088000000,17824000000,17824000000,8765000000,0,114215000000,17005000000,0,53228000000,53228000000,31906000000,0,758000000,472000000,2537000000,0,97143000000,30537000000,0,0,0,3906000000,66606000000,0,30675000000,3906000000,0,34581000000,17467000000,9017000000,60160000000,-31554000000,101793000000,3120000000,2745300000
JNJ,annual,2016-12-31,USD,141208000000,65032000000,18972000000,18972000000,8144000000,0,76176000000,15912000000,0,26876000000,26876000000,22805000000,0,900000000,22935000000,3282000000,0,70790000000,26287000000,0,0,0,4684000000,44503000000,0,22442000000,4684000000,0,27126000000,13714000000,9536000000,70418000000,-28352000000,110551000000,3120000000,2788900000
JNJ,annual,2015-12-31,USD,133411000000,60210000000,13732000000,13732000000,8053000000,0,73201000000,15905000000,0,25764000000,25764000000,21629000000,0,1514000000,24644000000,3047000000,0,62261000000,27747000000,0,0,0,7004000000,34514000000,0,12857000000,2104000000,0,19861000000,13325000000,19095000000,71150000000,-22684000000,103879000000,3120000000,2812900000
JNJ,annual,2014-12-31,USD,130358000000,59311000000,14523000000,14523000000,8184000000,0,71808000000,16126000000,0,27222000000,27222000000,21832000000,0,708000000,18566000000,3486000000,0,61367000000,25085000000,0,0,0,3638000000,36282000000,0,15122000000,7000000,0,18760000000,13314000000,18006000000,69752000000,-19891000000,97245000000,3120000000,2863900000
JNJ,annual,2013-12-31,USD,132683000000,56407000000,20927000000,20927000000,7878000000,0,76276000000,16710000000,0,27947000000,27947000000,22798000000,0,0,8279000000,7610000000,0,58630000000,25675000000,0,0,0,4852000000,32955000000,0,13328000000,0,0,18180000000,13787000000,15638000000,74053000000,-15700000000,89493000000,3120000000,2877000000
JNJ,annual,2012-12-31,USD,121347000000,46116000000,14911000000,14911000000,7495000000,0,75231000000,16097000000,0,28752000000,28752000000,22424000000,0,0,6178000000,6223000000,0,56521000000,24262000000,0,0,0,4676000000,32259000000,0,11489000000,0,0,16165000000,12691000000,17634000000,64826000000,-18476000000,85992000000,3120000000,2812600000
JNJ,annual,2011-12-31,USD,113644000000,54316000000,24542000000,24542000000,6285000000,0,59328000000,14739000000,0,18138000000,18138000000,16138000000,0,0,7719000000,5189000000,0,56564000000,22811000000,0,0,0,6658000000,33753000000,0,12969000000,0,0,19627000000,9574000000,18984000000,57080000000,-21659000000,81251000000,3120000000,2775300000
JNJ,annual,2010-12-31,USD,102908000000,47307000000,19355000000,19355000000,5378000000,0,55601000000,14553000000,0,16716000000,16716000000,15294000000,0,0,8303000000,4497000000,0,46329000000,23072000000,0,0,0,7617000000,23257000000,0,9156000000,0,0,16773000000,9254000000,12654000000,56579000000,-20783000000,77773000000,3120000000,2788800000
JNJ,annual,2009-12-31,USD,94682000000,39541000000,15810000000,15810000000,5180000000,0,55141000000,14759000000,0,16323000000,16323000000,14862000000,0,0,3615000000,5290000000,0,44094000000,21731000000,0,0,0,6318000000,22363000000,0,8223000000,0,0,14541000000,9430000000,12716000000,50588000000,-19780000000,70306000000,3120000000,2789100000
JNJ,annual,2008-12-31,USD,84912000000,34377000000,10768000000,10768000000,5052000000,0,50535000000,14365000000,0,13976000000,13976000000,13719000000,0,0,2041000000,6797000000,0,42401000000,20852000000,0,0,0,3732000000,21549000000,0,8120000000,0,0,11852000000,9200000000,0,42511000000,-19033000000,63379000000,3120000000,2835600000
JNJ,annual,2007-12-31,USD,80954000000,29945000000,7770000000,7770000000,5110000000,0,51009000000,14185000000,0,14640000000,14640000000,14123000000,0,0,1545000000,6076000000,0,37635000000,19837000000,0,0,0,2463000000,17798000000,0,7074000000,0,0,9537000000,10465000000,0,43319000000,-14388000000,55280000000,3120000000,2910700000
JNJ,annual,2006-12-31,USD,70556000000,22975000000,4083000000,4083000000,4889000000,0,47581000000,13044000000,0,15348000000,15348000000,13340000000,0,0,1000000,5290000000,0,31238000000,19161000000,0,0,0,4579000000,12077000000,0,2014000000,0,0,6593000000,8891000000,0,39318000000,-10974000000,49290000000,3120000000,2963270777
JNJ,annual,2005-12-31,USD,58025000000,31394000000,16055000000,16055000000,3959000000,0,26631000000,10830000000,0,12175000000,12175000000,5990000000,0,0,83000000,4373000000,0,20154000000,12635000000,0,0,0,668000000,7519000000,0,2017000000,0,0,2685000000,7652000000,0,37871000000,-5965000000,41471000000,3120000000,3002985075
JNJ,quarterly,2024-12-31,USD,180104000000,55893000000,24105000000,24105000000,12444000000,0,124211000000,0,0,37618000000,37618000000,44200000000,0,0,417000000,0,0,108614000000,50321000000,0,0,0,5983000000,58293000000,0,30651000000,5983000000,0,36634000000,30255000000,17549000000,71490000000,0,0,3120000000,2427100000
JNJ,quarterly,2024-09-30,USD,178287000000,53249000000,19980000000,19980000000,12603000000,0,125038000000,0,0,39490000000,39490000000,44799000000,0,0,317000000,4175000000,0,108129000000,51759000000,0,0,0,4462000000,56370000000,0,31289000000,4462000000,0,35751000000,33509000000,14923000000,70158000000,0,155179000000,3120000000,2427900000
JNJ,quarterly,2024-06-30,USD,181088000000,57817000000,24878000000,24878000000,12169000000,0,123271000000,0,0,39725000000,39725000000,44250000000,0,0,597000000,4379000000,0,109550000000,53933000000,0,0,0,9855000000,55617000000,0,31636000000,9855000000,0,41491000000,30921000000,14086000000,71538000000,0,155360000000,3120000000,2422000000
JNJ,quarterly,2024-03-31,USD,171966000000,57002000000,25473000000,25473000000,11383000000,0,114964000000,0,0,34286000000,34286000000,36616000000,0,0,745000000,4455000000,0,101946000000,48725000000,0,0,0,8550000000,53221000000,0,25082000000,8550000000,0,33632000000,28683000000,15067000000,70020000000,0,153378000000,3120000000,2430100000
JNJ,quarterly,2023-12-31,USD,167558000000,53495000000,21859000000,21859000000,11181000000,0,114063000000,0,0,34175000000,34175000000,36558000000,0,0,1068000000,4514000000,0,98784000000,46282000000,0,0,0,3451000000,52502000000,0,25881000000,3451000000,0,29332000000,30206000000,13398000000,68774000000,-75662000000,153843000000,3120000000,2430700000
JNJ,quarterly,2023-09-30,USD,166061000000,53703000000,19728000000,19728000000,11198000000,0,112358000000,18821000000,0,35021000000,35021000000,36124000000,0,0,3783000000,4196000000,0,94833000000,44370000000,0,0,0,3870000000,50463000000,0,26051000000,3870000000,0,29921000000,29246000000,13562000000,71228000000,-75648000000,152536000000,3120000000,2549700000
JNJ,quarterly,2023-06-30,USD,191686000000,60567000000,21183000000,21183000000,12888000000,0,131119000000,20576000000,0,46246000000,46246000000,45440000000,0,0,7322000000,2397000000,0,115277000000,54170000000,0,0,0,11701000000,61107000000,0,33901000000,11701000000,0,45602000000,29339000000,14582000000,75149000000,-44217000000,129381000000,3120000000,2625700000
JNJ,quarterly,2023-03-31,USD,195969000000,64388000000,19170000000,19170000000,12809000000,0,131581000000,20174000000,-30193000000,47448000000,47448000000,45575000000,0,0,5443000000,10616000000,0,125100000000,60373000000,0,0,0,17979000000,64727000000,0,34928000000,17979000000,0,52907000000,28219000000,25382000000,70869000000,-44183000000,124558000000,3120000000,2605500000
JNJ,quarterly,2022-12-31,USD,187378000000,55294000000,12889000000,12889000000,10268000000,0,132084000000,19803000000,0,38489000000,38489000000,36047000000,0,0,9392000000,8706000000,0,110574000000,55802000000,0,0,0,12756000000,54772000000,0,26888000000,12771000000,0,39642000000,30937000000,21510000000,76804000000,-41694000000,128345000000,3120000000,2663900000
JNJ,quarterly,2022-09-30,USD,175124000000,65236000000,11355000000,11355000000,11675000000,0,109888000000,18152000000,-28529000000,40336000000,40336000000,33383000000,0,0,22724000000,3592000000,0,100525000000,45543000000,0,0,0,4424000000,54982000000,0,27603000000,4424000000,0,32027000000,28980000000,22433000000,74599000000,-41146000000,127917000000,3120000000,2661300000
JNJ,quarterly,2022-06-30,USD,177724000000,63847000000,10983000000,10983000000,11437000000,0,113877000000,18354000000,-28790000000,42408000000,42408000000,34166000000,0,0,21585000000,3703000000,0,101367000000,44821000000,0,0,0,4305000000,56546000000,0,28292000000,4305000000,0,32597000000,28771000000,23239000000,76357000000,-39136000000,126216000000,3120000000,2667900000
JNJ,quarterly,2022-03-31,USD,178355000000,60424000000,10463000000,10463000000,10990000000,0,117931000000,18701000000,-29001000000,44420000000,44420000000,34935000000,0,0,19925000000,3452000000,0,103646000000,43390000000,0,0,0,4297000000,60256000000,0,28851000000,4297000000,0,33148000000,28076000000,24981000000,74709000000,-39034000000,124380000000,3120000000,2666500000
JNJ,quarterly,2021-12-31,USD,182018000000,60979000000,14487000000,14487000000,10387000000,0,121039000000,18962000000,0,46392000000,46392000000,35246000000,0,0,17121000000,3701000000,0,107995000000,45226000000,0,0,0,3766000000,62769000000,0,29985000000,3766000000,0,33751000000,29293000000,25297000000,74023000000,-39099000000,123060000000,3120000000,2670200000
JNJ,quarterly,2021-09-30,USD,179228000000,59889000000,17604000000,17604000000,10387000000,0,119339000000,18478000000,-28869000000,47776000000,47776000000,35569000000,0,0,13397000000,3590000000,0,108956000000,44561000000,0,0,0,3798000000,64395000000,0,30130000000,3798000000,0,33928000000,29641000000,11177000000,70272000000,-38525000000,121092000000,3120000000,2674900000
JNJ,quarterly,2021-06-30,USD,176440000000,53769000000,14332000000,14332000000,10100000000,0,122671000000,18632000000,-28569000000,50244000000,50244000000,35819000000,0,0,10974000000,3492000000,0,106860000000,38721000000,0,0,0,3173000000,68139000000,0,30310000000,3173000000,0,33483000000,25644000000,12724000000,69580000000,-38594000000,120154000000,3120000000,2671600000
JNJ,quarterly,2021-03-31,USD,172557000000,52533000000,12671000000,12671000000,9952000000,0,120024000000,18367000000,-28063000000,51110000000,51110000000,35688000000,0,0,11948000000,3024000000,0,106723000000,40932000000,0,0,0,3350000000,65791000000,0,30263000000,3350000000,0,33613000000,27202000000,29021000000,65834000000,-38466000000,116508000000,3120000000,2672700000
JNJ,quarterly,2020-12-31,USD,174894000000,51237000000,13985000000,13985000000,9344000000,0,123657000000,18766000000,0,53402000000,53402000000,36393000000,0,0,11200000000,3132000000,0,111616000000,42493000000,0,0,0,2631000000,69123000000,0,32635000000,2631000000,0,35266000000,28965000000,29274000000,63278000000,-38490000000,113890000000,3120000000,2669200000
JNJ,quarterly,2020-09-30,USD,170693000000,57578000000,18965000000,18965000000,9599000000,0,113115000000,17855000000,-27307000000,47006000000,47006000000,34307000000,0,0,11816000000,2619000000,0,106220000000,38847000000,0,0,0,5078000000,67373000000,0,32680000000,5078000000,0,37758000000,25059000000,29078000000,64473000000,-38540000000,114831000000,3120000000,2669300000
JNJ,quarterly,2020-06-30,USD,158380000000,45892000000,11174000000,11174000000,9424000000,0,112488000000,17598000000,-26458000000,47413000000,47413000000,33890000000,0,0,7961000000,2688000000,0,95402000000,36772000000,0,0,0,5332000000,58630000000,0,25062000000,5332000000,0,30394000000,23043000000,28036000000,62978000000,-38507000000,113898000000,3120000000,2665500000
JNJ,quarterly,2020-03-31,USD,155017000000,44226000000,15530000000,15530000000,8868000000,0,110791000000,17401000000,-25846000000,47338000000,47338000000,33471000000,0,0,2494000000,2460000000,0,93723000000,33689000000,0,0,0,2190000000,60034000000,0,25393000000,2190000000,0,27583000000,22158000000,28875000000,61294000000,-38484000000,112901000000,3120000000,2671000000
JNJ,quarterly,2019-12-31,USD,157728000000,45274000000,17305000000,17305000000,9020000000,0,112454000000,17658000000,0,47643000000,47643000000,33639000000,0,1149000000,1982000000,2486000000,0,98257000000,35964000000,0,0,0,1202000000,62293000000,0,26494000000,1202000000,0,27696000000,23952000000,29841000000,59471000000,-38417000000,110659000000,3120000000,2669100000
JNJ,quarterly,2019-09-30,USD,155521000000,44333000000,16249000000,16249000000,9173000000,0,111188000000,18011000000,-25577000000,47846000000,47846000000,33291000000,0,864000000,1696000000,2414000000,0,97311000000,35162000000,0,0,0,2565000000,62149000000,0,26919000000,2299000000,0,29218000000,22601000000,11381000000,58210000000,-38619000000,109242000000,3120000000,2669900000
JNJ,quarterly,2019-06-30,USD,155117000000,41799000000,14376000000,14376000000,9263000000,0,113318000000,17248000000,-25657000000,49332000000,49332000000,33661000000,0,963000000,902000000,2605000000,0,94332000000,31353000000,0,0,0,1981000000,62979000000,0,27699000000,1719000000,0,29418000000,20759000000,10102000000,60785000000,-37175000000,109809000000,3120000000,2691700000
JNJ,quarterly,2019-03-31,USD,150027000000,41987000000,14734000000,14734000000,9086000000,0,108040000000,17000000000,-25262000000,46898000000,46898000000,31450000000,0,830000000,602000000,3450000000,0,91072000000,29111000000,0,0,0,1957000000,61961000000,0,27660000000,1708000000,0,29368000000,19206000000,26907000000,58955000000,-35298000000,106650000000,3120000000,2698800000
JNJ,quarterly,2018-12-31,USD,152954000000,46033000000,18107000000,18107000000,8599000000,0,106921000000,17035000000,0,47611000000,47611000000,30453000000,0,517000000,1580000000,3649000000,0,93202000000,31230000000,0,0,0,2796000000,61972000000,0,27684000000,2636000000,0,30480000000,20079000000,26782000000,59752000000,-34362000000,106216000000,3120000000,2724000000
JNJ,quarterly,2018-09-30,USD,155703000000,47194000000,16056000000,16056000000,8678000000,0,108509000000,16629000000,-24891000000,48637000000,48637000000,30702000000,0,701000000,3308000000,5104000000,0,91077000000,27437000000,0,0,0,1773000000,63640000000,0,29480000000,32083000000,0,31253000000,17568000000,26449000000,64626000000,-31464000000,107617000000,3120000000,2727600000
JNJ,quarterly,2018-06-30,USD,155365000000,45438000000,17569000000,17569000000,8810000000,0,109927000000,16632000000,-24661000000,50056000000,50056000000,30346000000,0,697000000,570000000,4378000000,0,92476000000,27488000000,0,0,0,2678000000,64988000000,0,29405000000,32083000000,0,32083000000,17366000000,27917000000,62889000000,-31577000000,106123000000,3120000000,2721300000
JNJ,quarterly,2018-03-31,USD,156625000000,42768000000,14639000000,14639000000,9014000000,0,113857000000,17040000000,-24956000000,52365000000,52365000000,31149000000,0,733000000,565000000,4384000000,0,93370000000,27081000000,0,0,0,2696000000,66289000000,0,29837000000,32547000000,0,32533000000,16383000000,28395000000,63255000000,-31596000000,104339000000,3120000000,2731900000
JNJ,quarterly,2017-12-31,USD,157303000000,43088000000,17824000000,17824000000,8765000000,0,114215000000,17005000000,0,53228000000,53228000000,31906000000,0,758000000,472000000,2537000000,0,97143000000,30537000000,0,0,0,3906000000,66606000000,0,30675000000,1499000000,0,34581000000,17467000000,27563000000,60160000000,-31554000000,101793000000,3120000000,2684900000
JNJ,quarterly,2017-09-30,USD,155658000000,41829000000,15721000000,15721000000,9521000000,0,113829000000,16628000000,-24300000000,54569000000,54569000000,31308000000,0,0,510000000,2922000000,0,81679000000,31806000000,0,0,0,8491000000,49873000000,0,26675000000,35376000000,0,35166000000,15742000000,18788000000,73979000000,-31199000000,114805000000,3120000000,2737700000
JNJ,quarterly,2017-06-30,USD,152807000000,38789000000,12598000000,12598000000,9699000000,0,114018000000,16458000000,-23617000000,54942000000,54942000000,31234000000,0,0,255000000,2954000000,0,80885000000,28872000000,0,0,0,7209000000,52013000000,0,27363000000,34845000000,0,34572000000,14769000000,19804000000,71922000000,-31172000000,113208000000,3120000000,2741500000
JNJ,quarterly,2017-03-31,USD,144918000000,63347000000,20909000000,20909000000,8878000000,0,81571000000,16191000000,22505000000,29466000000,29466000000,24844000000,0,0,18434000000,2826000000,0,74577000000,25119000000,0,0,0,5355000000,49458000000,0,27015000000,5355000000,0,32370000000,12549000000,19135000000,70341000000,-29900000000,111643000000,3120000000,2754500000
JNJ,quarterly,2016-12-31,USD,141208000000,65032000000,18972000000,18972000000,8144000000,0,76176000000,15912000000,0,26876000000,26876000000,22805000000,0,900000000,22935000000,3282000000,0,70790000000,26287000000,0,0,0,4684000000,44503000000,0,22442000000,1704000000,0,27126000000,13714000000,19151000000,70418000000,-28352000000,110551000000,3120000000,2764500000
JNJ,quarterly,2016-09-30,USD,140369000000,63319000000,18205000000,18205000000,8488000000,0,77050000000,16095000000,22278000000,27642000000,27642000000,23171000000,0,0,22228000000,2600000000,0,67600000000,23230000000,0,0,0,3443000000,44370000000,0,23546000000,3443000000,0,26989000000,13018000000,17631000000,72769000000,-26496000000,108860000000,3120000000,2785400000
JNJ,quarterly,2016-06-30,USD,139814000000,66291000000,18640000000,18640000000,8523000000,0,73523000000,15972000000,21807000000,25694000000,25694000000,22104000000,0,0,23944000000,3122000000,0,67341000000,21536000000,0,0,0,1708000000,45805000000,0,24535000000,1708000000,0,26243000000,13077000000,18421000000,72473000000,-24678000000,106738000000,3120000000,2794200000
JNJ,quarterly,2016-03-31,USD,136231000000,62738000000,13861000000,13861000000,8170000000,0,73493000000,15964000000,21466000000,25840000000,25840000000,21848000000,0,0,25994000000,3307000000,0,63584000000,22134000000,0,0,0,3116000000,41450000000,0,20233000000,3116000000,0,23349000000,12085000000,18340000000,72647000000,-23072000000,104990000000,3120000000,2795400000
JNJ,quarterly,2015-12-31,USD,133411000000,60210000000,13732000000,13732000000,8053000000,0,73201000000,15905000000,0,25764000000,25764000000,21629000000,0,1514000000,24644000000,3047000000,0,62261000000,27747000000,0,0,0,7004000000,34514000000,0,12857000000,2104000000,0,19861000000,13325000000,19095000000,71150000000,-22684000000,103879000000,3120000000,2803300000
JNJ,quarterly,2015-09-30,USD,133266000000,63494000000,13639000000,13639000000,8206000000,0,69772000000,15551000000,20846000000,25988000000,25988000000,21279000000,0,0,23667000000,6616000000,0,61712000000,25260000000,0,0,0,5677000000,36452000000,0,14073000000,0,0,19750000000,14166000000,18818000000,71554000000,-21453000000,102748000000,3120000000,2807200000
JNJ,quarterly,2015-06-30,USD,132036000000,61001000000,10639000000,10639000000,8298000000,0,71035000000,15583000000,20529000000,27017000000,27017000000,21493000000,0,0,23315000000,6781000000,0,60905000000,24512000000,0,0,0,5222000000,36393000000,0,14085000000,0,0,19307000000,12234000000,18606000000,71131000000,-21287000000,101352000000,3120000000,2812000000
JNJ,quarterly,2015-03-31,USD,128590000000,58192000000,11988000000,11988000000,8085000000,0,70398000000,15364000000,20039000000,27025000000,27025000000,21345000000,0,0,19331000000,7255000000,0,60712000000,23836000000,0,0,0,4045000000,36876000000,0,14938000000,0,0,18983000000,11829000000,18354000000,67878000000,-20598000000,98656000000,3120000000,2826000000
JNJ,quarterly,2014-12-31,USD,130358000000,55744000000,14523000000,14523000000,8184000000,0,74614000000,16126000000,0,27222000000,27222000000,21832000000,0,708000000,18566000000,3484000000,0,60606000000,25031000000,0,0,0,3638000000,35575000000,0,15122000000,7000000,0,18760000000,13314000000,18006000000,69752000000,-19891000000,97245000000,3120000000,2845300000
JNJ,quarterly,2014-09-30,USD,132097000000,59973000000,13818000000,13818000000,8419000000,0,72124000000,15804000000,20644000000,26304000000,26304000000,21636000000,0,0,19187000000,6934000000,0,55506000000,22982000000,0,0,0,2115000000,32524000000,0,13152000000,0,0,15267000000,12729000000,15309000000,76591000000,-17707000000,96560000000,3120000000,2864300000
JNJ,quarterly,2014-06-30,USD,135200000000,60119000000,14236000000,14236000000,8155000000,0,75081000000,16155000000,20792000000,27122000000,27122000000,21989000000,0,0,17388000000,8083000000,0,57152000000,24359000000,0,0,0,3819000000,32793000000,0,13303000000,0,0,17122000000,13292000000,14999000000,78048000000,-15810000000,93745000000,3120000000,2874200000
JNJ,quarterly,2014-03-31,USD,133330000000,57369000000,19722000000,19722000000,8009000000,0,75961000000,15996000000,20252000000,27643000000,27643000000,22178000000,0,0,9670000000,7852000000,0,56748000000,23840000000,0,0,0,3949000000,32908000000,0,13343000000,0,0,17292000000,12916000000,14971000000,76582000000,-15280000000,91387000000,3120000000,2874700000
JNJ,quarterly,2013-12-31,USD,132683000000,56407000000,20927000000,20927000000,7878000000,0,76276000000,16710000000,0,27947000000,27947000000,22798000000,0,0,8279000000,7610000000,0,58630000000,25675000000,0,0,0,4852000000,32955000000,0,13328000000,0,0,18180000000,13787000000,15638000000,74053000000,-15700000000,89493000000,3120000000,2872000000
JNJ,quarterly,2013-09-30,USD,126933000000,52176000000,17204000000,17204000000,8124000000,0,74757000000,16127000000,20305000000,28467000000,28467000000,22852000000,0,0,8024000000,6797000000,0,57129000000,25835000000,0,0,0,5359000000,31294000000,0,9748000000,0,0,15107000000,12710000000,17933000000,69804000000,-15673000000,87703000000,3120000000,2881200000
JNJ,quarterly,2013-06-30,USD,124325000000,51273000000,17307000000,17307000000,7822000000,0,73052000000,15794000000,19607000000,27704000000,27704000000,22337000000,0,0,7822000000,6708000000,0,54660000000,23767000000,0,0,0,5339000000,30893000000,0,9643000000,0,0,14982000000,11785000000,17565000000,69665000000,-16094000000,89449000000,3120000000,2893000000
JNJ,quarterly,2013-03-31,USD,121536000000,47228000000,14855000000,14855000000,7691000000,0,74308000000,15721000000,18974000000,28009000000,28009000000,22349000000,0,0,6813000000,6354000000,0,54681000000,22524000000,0,0,0,4529000000,32157000000,0,11363000000,0,0,15892000000,11445000000,17175000000,66855000000,-16818000000,87242000000,3120000000,2858800000
JNJ,quarterly,2012-12-31,USD,121347000000,46116000000,14911000000,14911000000,7495000000,0,75231000000,16097000000,0,28752000000,28752000000,22424000000,0,0,6178000000,6223000000,0,56521000000,24262000000,0,0,0,4676000000,32259000000,0,11489000000,0,0,16165000000,12691000000,17634000000,64826000000,-18476000000,85992000000,3120000000,2833400000
JNJ,quarterly,2012-09-30,USD,118951000000,44791000000,15486000000,15486000000,7809000000,0,74160000000,15845000000,-18237000000,28790000000,28790000000,21777000000,0,0,4285000000,6036000000,0,55190000000,23935000000,0,0,0,5423000000,31255000000,0,11428000000,0,0,16851000000,11666000000,17111000000,63761000000,-19314000000,84880000000,3120000000,2818100000
JNJ,quarterly,2012-06-30,USD,115750000000,41615000000,14042000000,14042000000,7697000000,0,74135000000,15622000000,-17675000000,29199000000,29199000000,21412000000,0,0,2873000000,6011000000,0,55316000000,23848000000,0,0,0,6040000000,31468000000,0,11525000000,0,0,17565000000,11404000000,17667000000,60434000000,-20012000000,83530000000,3120000000,2798200000
JNJ,quarterly,2012-03-31,USD,116194000000,57007000000,30267000000,30267000000,6800000000,0,59187000000,14824000000,-17726000000,18157000000,18157000000,16339000000,0,0,3580000000,5378000000,0,54828000000,21198000000,0,0,0,6439000000,33630000000,0,13010000000,0,0,19449000000,8760000000,18774000000,61366000000,-20317000000,83103000000,3120000000,2774900000
JNJ,quarterly,2011-12-31,USD,113644000000,54316000000,24542000000,24542000000,6285000000,0,59328000000,14739000000,0,18138000000,18138000000,16138000000,0,0,7719000000,5189000000,0,56564000000,22811000000,0,0,0,6658000000,33753000000,0,12969000000,0,0,19627000000,9574000000,18984000000,57080000000,-21659000000,81251000000,3120000000,2768400000
JNJ,quarterly,2011-09-30,USD,111821000000,53443000000,15617000000,15617000000,6428000000,0,58378000000,14635000000,-17101000000,18225000000,18225000000,16049000000,0,0,15310000000,5536000000,0,50294000000,21686000000,0,0,0,5326000000,28608000000,0,13031000000,0,0,18357000000,9294000000,13688000000,61527000000,-21159000000,82634000000,3120000000,2778200000
JNJ,quarterly,2011-06-30,USD,112114000000,52673000000,14974000000,14974000000,6413000000,0,59441000000,14974000000,-17461000000,18378000000,18378000000,16243000000,0,0,14708000000,5596000000,0,49982000000,20985000000,0,0,0,5046000000,28997000000,0,13680000000,0,0,18726000000,9442000000,13429000000,62132000000,-20632000000,80836000000,3120000000,2781300000
JNJ,quarterly,2011-03-31,USD,108150000000,49221000000,22356000000,22356000000,6200000000,0,58929000000,15084000000,-16721000000,18687000000,18687000000,16126000000,0,0,4511000000,5293000000,0,48287000000,24011000000,0,0,0,8575000000,24276000000,0,9255000000,0,0,17830000000,8728000000,13126000000,59863000000,-20752000000,79515000000,3120000000,2772700000
JNJ,quarterly,2010-12-31,USD,102908000000,47307000000,19355000000,19355000000,5378000000,0,55601000000,14553000000,0,16716000000,16716000000,15294000000,0,0,8303000000,4497000000,0,46329000000,23072000000,0,0,0,7617000000,23257000000,0,9156000000,0,0,16773000000,9254000000,12654000000,56579000000,-20783000000,77773000000,3120000000,2779200000
JNJ,quarterly,2010-09-30,USD,98247000000,42717000000,14338000000,14338000000,5409000000,0,55530000000,14360000000,-15567000000,17068000000,17068000000,15375000000,0,0,7788000000,4892000000,0,40956000000,17414000000,0,0,0,2843000000,23542000000,0,9182000000,0,0,12025000000,8313000000,12635000000,57291000000,-20177000000,77272000000,3120000000,2786400000
JNJ,quarterly,2010-06-30,USD,92300000000,39023000000,12713000000,12713000000,5071000000,0,53277000000,13881000000,-14618000000,16459000000,16459000000,14628000000,0,0,6188000000,5422000000,0,39449000000,17164000000,0,0,0,3715000000,22285000000,0,7937000000,0,0,11652000000,7787000000,12679000000,52851000000,-19816000000,75252000000,3120000000,2796000000
